Time,AS27 (Evapotranspiration),AS24 (Daily rain),AS25 (Rain rate),AS21 (Wind speed),AS19 (Temperature)
09-03-2023 03:22:20,,,0.00,,
09-03-2023 03:25:20,0.00,0.00,,0.00,23.30
09-03-2023 03:45:20,,,,,23.30
09-03-2023 03:50:20,,,,,23.20
09-03-2023 03:55:20,,,,,23.30
09-03-2023 04:00:20,,,,,23.20
09-03-2023 04:05:20,,,,,23.10
09-03-2023 04:10:20,,,,,23.10
09-03-2023 04:15:20,,,,,23.20
09-03-2023 04:20:20,,,,,23.10
09-03-2023 04:35:20,,,,,23.10
09-03-2023 04:40:20,,,,,23.20
09-03-2023 04:50:20,,,,,23.20
09-03-2023 04:55:20,,,,,23.10
09-03-2023 05:15:20,,,,,23.10
09-03-2023 05:20:20,0.00,0.00,,0.00,22.90
09-03-2023 05:21:20,,,0.00,,
09-03-2023 05:22:20,,,0.00,,
09-03-2023 05:25:20,0.00,0.00,,0.00,22.90
09-03-2023 06:20:20,,,,,22.90
09-03-2023 06:25:20,,,,,22.80
09-03-2023 06:50:20,,,,,22.80
09-03-2023 06:55:20,,,,,22.90
09-03-2023 07:00:20,,,,,22.90
09-03-2023 07:05:20,,,,,23.10
09-03-2023 07:10:20,,,,,23.10
09-03-2023 07:15:20,,,,,23.20
09-03-2023 07:20:20,0.00,0.00,,0.00,23.30
09-03-2023 07:21:20,,,0.00,,
09-03-2023 07:22:20,,,0.00,,
09-03-2023 07:25:20,0.00,0.00,,0.00,23.40
09-03-2023 07:30:20,,,,,23.50
09-03-2023 07:35:20,,,,,23.60
09-03-2023 07:40:20,,,,,23.70
09-03-2023 07:45:20,,,,,23.90
09-03-2023 07:50:20,,,,,24.00
09-03-2023 07:55:20,,,,,24.10
09-03-2023 08:00:20,0.00,,,,24.30
09-03-2023 08:05:20,0.05,,,,24.40
09-03-2023 08:10:20,,,,,24.70
09-03-2023 08:15:20,,,,0.00,24.80
09-03-2023 08:20:20,,,,1.00,25.10
09-03-2023 08:25:20,,,,1.00,25.30
09-03-2023 08:30:20,,,,0.00,25.40
09-03-2023 08:35:20,,,,1.00,25.70
09-03-2023 08:40:20,,,,3.00,25.90
09-03-2023 08:45:20,,,,3.00,26.10
09-03-2023 08:50:20,,,,1.00,26.30
09-03-2023 08:55:20,,,,6.00,26.50
09-03-2023 09:00:20,0.05,,,6.00,26.60
09-03-2023 09:05:20,0.18,,,4.00,26.80
09-03-2023 09:10:20,,,,1.00,27.00
09-03-2023 09:15:20,,,,9.00,27.20
09-03-2023 09:20:20,0.18,0.00,,8.00,27.40
09-03-2023 09:21:20,,,0.00,,
09-03-2023 09:22:20,,,0.00,,
09-03-2023 09:25:20,0.18,0.00,,6.00,27.60
09-03-2023 09:30:20,,,,9.00,
09-03-2023 09:35:20,,,,11.00,27.60
09-03-2023 09:40:20,,,,9.00,27.70
09-03-2023 09:45:20,,,,17.00,27.90
09-03-2023 09:50:20,,,,8.00,28.00
09-03-2023 09:55:20,,,,8.00,28.10
09-03-2023 10:00:20,0.18,,,3.00,28.30
09-03-2023 10:05:20,0.48,,,3.00,28.60
09-03-2023 10:10:20,,,,6.00,28.80
09-03-2023 10:15:20,,,,8.00,28.90
09-03-2023 10:20:20,,,,8.00,29.00
09-03-2023 10:25:20,,,,3.00,29.00
09-03-2023 10:30:20,,,,3.00,29.10
09-03-2023 10:35:20,,,,9.00,29.30
09-03-2023 10:40:20,,,,3.00,29.80
09-03-2023 10:45:20,,,,3.00,30.00
09-03-2023 10:50:20,,,,1.00,30.20
09-03-2023 10:55:20,,,,1.00,30.50
09-03-2023 11:00:20,0.48,,,3.00,30.70
09-03-2023 11:05:20,0.89,,,1.00,30.80
09-03-2023 11:10:20,,,,6.00,30.90
09-03-2023 11:15:20,,,,1.00,31.10
09-03-2023 11:20:20,0.89,0.00,0.00,3.00,31.30
09-03-2023 11:21:20,,,0.00,,
09-03-2023 11:25:20,0.89,0.00,,3.00,31.40
09-03-2023 11:30:20,,,,1.00,31.60
09-03-2023 11:35:20,,,,3.00,
09-03-2023 11:40:20,,,,1.00,31.60
09-03-2023 11:45:20,,,,3.00,31.80
09-03-2023 11:50:20,,,,0.00,32.10
09-03-2023 11:55:20,,,,1.00,32.20
09-03-2023 12:00:20,0.89,,,12.00,32.30
09-03-2023 12:05:20,1.40,,,4.00,32.20
09-03-2023 12:10:20,,,,1.00,32.10
09-03-2023 12:15:20,,,,9.00,
09-03-2023 12:20:20,,,,4.00,32.10
09-03-2023 12:25:20,,,,1.00,32.20
09-03-2023 12:30:20,,,,1.00,32.40
09-03-2023 12:35:20,,,,0.00,32.70
09-03-2023 12:40:20,,,,8.00,32.70
09-03-2023 12:45:20,,,,1.00,32.60
09-03-2023 12:50:20,,,,4.00,32.80
09-03-2023 12:55:20,,,,3.00,32.90
09-03-2023 13:00:20,1.40,,,,33.10
09-03-2023 13:05:20,1.91,,,3.00,33.10
09-03-2023 13:10:20,,,,4.00,33.20
09-03-2023 13:15:20,,,,9.00,33.20
09-03-2023 13:20:20,1.91,0.00,0.00,6.00,33.00
09-03-2023 13:21:20,,,0.00,,
09-03-2023 13:25:20,1.91,0.00,,3.00,33.10
09-03-2023 13:30:20,,,,3.00,33.40
09-03-2023 13:35:20,,,,1.00,33.60
09-03-2023 13:40:20,,,,4.00,33.90
09-03-2023 13:45:20,,,,11.00,34.00
09-03-2023 13:50:20,,,,3.00,34.10
09-03-2023 13:55:20,,,,6.00,34.10
09-03-2023 14:00:20,1.91,,,4.00,34.00
09-03-2023 14:05:20,2.41,,,8.00,34.10
09-03-2023 14:10:20,,,,1.00,34.30
09-03-2023 14:15:20,,,,8.00,34.40
09-03-2023 14:20:20,,,,8.00,34.20
09-03-2023 14:25:20,,,,6.00,34.00
09-03-2023 14:30:20,,,,3.00,33.90
09-03-2023 14:35:20,,,,6.00,33.90
09-03-2023 14:40:20,,,,9.00,33.80
09-03-2023 14:45:20,,,,8.00,33.80
09-03-2023 14:50:20,,,,8.00,33.90
09-03-2023 14:55:20,,,,9.00,34.00
09-03-2023 15:00:20,2.41,,,4.00,
09-03-2023 15:05:20,2.92,,,8.00,
09-03-2023 15:10:20,,,,6.00,34.00
09-03-2023 15:15:20,,,,11.00,34.10
09-03-2023 15:20:20,2.92,0.00,,8.00,34.00
09-03-2023 15:21:20,,,0.00,,
09-03-2023 15:22:20,,,0.00,,
09-03-2023 15:25:20,2.92,0.00,,8.00,34.10
09-03-2023 15:30:20,,,,8.00,34.20
09-03-2023 15:35:20,,,,12.00,34.10
09-03-2023 15:40:20,,,,3.00,34.10
09-03-2023 15:45:20,,,,1.00,34.40
09-03-2023 15:50:20,,,,9.00,34.50
09-03-2023 15:55:20,,,,6.00,34.30
09-03-2023 16:00:20,2.92,,,8.00,34.20
09-03-2023 16:05:20,3.33,,,11.00,34.20
09-03-2023 16:10:20,,,,11.00,34.10
09-03-2023 16:15:20,,,,6.00,34.10
09-03-2023 16:20:20,,,,6.00,34.00
09-03-2023 16:25:20,,,,1.00,33.90
09-03-2023 16:30:20,,,,11.00,33.90
09-03-2023 16:35:20,,,,8.00,33.80
09-03-2023 16:40:20,,,,11.00,33.70
09-03-2023 16:45:20,,,,3.00,33.70
09-03-2023 16:50:20,,,,6.00,33.60
09-03-2023 16:55:20,,,,11.00,33.60
09-03-2023 17:00:20,3.33,,,8.00,33.40
09-03-2023 17:05:20,3.58,,,6.00,33.30
09-03-2023 17:10:20,,,,3.00,33.20
09-03-2023 17:15:20,,,,3.00,33.10
09-03-2023 17:20:20,3.58,0.00,,4.00,33.10
09-03-2023 17:21:20,,,0.00,,
09-03-2023 17:22:20,,,0.00,,
09-03-2023 17:25:20,3.58,0.00,,1.00,33.00
09-03-2023 17:30:20,,,,3.00,32.90
09-03-2023 17:35:20,,,,,32.80
09-03-2023 17:40:20,,,,3.00,32.70
09-03-2023 17:45:20,,,,6.00,32.60
09-03-2023 17:50:20,,,,1.00,32.40
09-03-2023 17:55:20,,,,3.00,32.30
09-03-2023 18:00:20,3.58,,,1.00,32.10
09-03-2023 18:05:20,3.68,,,3.00,31.90
09-03-2023 18:10:20,,,,1.00,31.80
09-03-2023 18:15:20,,,,,31.80
09-03-2023 18:20:20,,,,1.00,31.60
09-03-2023 18:25:20,,,,0.00,31.40
09-03-2023 18:30:20,,,,,31.30
09-03-2023 18:35:20,,,,,31.30
09-03-2023 18:40:20,,,,,31.10
09-03-2023 18:45:20,,,,,30.90
09-03-2023 18:50:20,,,,,30.70
09-03-2023 18:55:20,,,,,30.50
09-03-2023 19:00:20,3.68,,,,30.20
09-03-2023 19:05:20,3.73,,,,30.10
09-03-2023 19:10:20,,,,,29.90
09-03-2023 19:15:20,,,,,29.60
09-03-2023 19:20:20,3.73,0.00,,0.00,29.30
09-03-2023 19:21:20,,,0.00,,
09-03-2023 19:22:20,,,0.00,,
09-03-2023 19:25:20,3.73,0.00,,0.00,29.20
09-03-2023 19:30:20,,,,,29.10
09-03-2023 19:35:20,,,,,28.90
09-03-2023 19:40:20,,,,,28.80
09-03-2023 19:45:20,,,,,28.70
09-03-2023 19:50:20,,,,0.00,28.50
09-03-2023 19:55:20,,,,1.00,28.30
09-03-2023 20:00:20,3.73,,,3.00,28.00
09-03-2023 20:05:20,3.76,,,0.00,27.80
09-03-2023 20:10:20,,,,1.00,27.90
09-03-2023 20:15:20,,,,1.00,28.10
09-03-2023 20:20:20,,,,3.00,28.20
09-03-2023 20:25:20,,,,1.00,28.30
09-03-2023 20:30:20,,,,1.00,
09-03-2023 20:35:20,,,,0.00,28.30
09-03-2023 20:40:20,,,,,28.10
09-03-2023 20:45:20,,,,,28.00
09-03-2023 20:50:20,,,,,27.80
09-03-2023 20:55:20,,,,,27.70
09-03-2023 21:00:20,3.76,,,,27.60
09-03-2023 21:05:20,3.78,,,,27.50
09-03-2023 21:10:20,,,,,27.30
09-03-2023 21:15:20,,,,,27.20
09-03-2023 21:20:20,3.78,0.00,,0.00,27.10
09-03-2023 21:21:20,,,0.00,,
09-03-2023 21:22:20,,,0.00,,
09-03-2023 21:25:20,3.78,0.00,,0.00,27.00
09-03-2023 21:30:20,,,,,26.90
09-03-2023 21:35:20,,,,0.00,26.90
09-03-2023 21:40:20,,,,1.00,26.80
09-03-2023 21:45:20,,,,0.00,26.80
09-03-2023 21:50:20,,,,,26.70
09-03-2023 21:55:20,,,,0.00,26.60
09-03-2023 22:00:20,,,,3.00,26.40
09-03-2023 22:05:20,,,,3.00,26.20
09-03-2023 22:10:20,,,,0.00,26.10
09-03-2023 22:15:20,,,,,26.00
09-03-2023 22:20:20,,,,,25.90
09-03-2023 22:30:20,,,,,25.90
09-03-2023 22:35:20,,,,,25.80
09-03-2023 22:40:20,,,,,25.70
09-03-2023 22:45:20,,,,,25.60
09-03-2023 22:55:20,,,,,25.60
09-03-2023 23:00:20,,,,,25.70
09-03-2023 23:10:20,,,,,25.70
09-03-2023 23:15:20,,,,,25.40
09-03-2023 23:20:20,,,,,25.30
09-03-2023 23:25:20,,,,,25.10
09-03-2023 23:45:20,,,,,25.10
09-03-2023 23:50:20,,,,,25.20
10-03-2023 00:00:20,3.78,,,,
10-03-2023 00:05:20,0.00,,,,
10-03-2023 00:35:20,,,,,25.20
10-03-2023 00:40:20,,,,,25.10
10-03-2023 00:50:20,,,,,25.10
10-03-2023 00:55:20,,,,,25.00
10-03-2023 01:00:20,,,,,24.90
10-03-2023 01:20:20,0.00,0.00,,0.00,24.90
10-03-2023 01:21:20,,,0.00,,
10-03-2023 01:22:20,,,0.00,,
10-03-2023 01:25:20,0.00,0.00,,0.00,24.80
10-03-2023 01:30:20,,,,,24.70
10-03-2023 01:35:20,,,,,24.70
10-03-2023 01:40:20,,,,0.00,24.60
10-03-2023 01:45:20,,,,1.00,24.60
10-03-2023 01:50:20,,,,0.00,24.90
10-03-2023 01:55:20,,,,,25.20
10-03-2023 02:00:20,,,,,25.40
10-03-2023 02:05:20,,,,,25.60
10-03-2023 02:10:20,,,,,25.60
10-03-2023 02:15:20,,,,,25.70
10-03-2023 02:20:20,,,,,25.70
10-03-2023 02:25:20,,,,,25.60
10-03-2023 02:30:20,,,,,25.60
10-03-2023 02:35:20,,,,,25.40
10-03-2023 02:40:20,,,,,25.40
10-03-2023 02:45:20,,,,0.00,25.30
10-03-2023 02:50:20,,,,1.00,
10-03-2023 02:55:20,,,,0.00,25.30
10-03-2023 03:00:20,0.00,,,,25.20
10-03-2023 03:05:20,0.03,,,,25.20
10-03-2023 03:10:20,,,,,25.10
10-03-2023 03:15:20,,,,0.00,25.00
10-03-2023 03:20:20,0.03,0.00,,1.00,24.80
10-03-2023 03:21:20,,,0.00,,
10-03-2023 03:22:20,,,0.00,,
10-03-2023 03:25:20,0.03,0.00,,0.00,24.70
10-03-2023 03:30:20,,,,,24.60
10-03-2023 03:50:20,,,,,24.60
10-03-2023 03:55:20,,,,,24.50
10-03-2023 04:00:20,,,,,24.30
10-03-2023 04:05:20,,,,0.00,24.20
10-03-2023 04:10:20,,,,1.00,
10-03-2023 04:15:20,,,,0.00,
10-03-2023 04:20:20,,,,1.00,
10-03-2023 04:25:20,,,,,24.20
10-03-2023 04:30:20,,,,1.00,24.10
10-03-2023 04:35:20,,,,3.00,
10-03-2023 04:40:20,,,,3.00,24.10
10-03-2023 04:45:20,,,,0.00,24.20
10-03-2023 04:50:20,,,,,24.30
10-03-2023 05:00:20,,,,0.00,
10-03-2023 05:05:20,,,,1.00,
10-03-2023 05:10:20,,,,0.00,24.30
10-03-2023 05:15:20,,,,,24.10
10-03-2023 05:20:20,0.03,0.00,,0.00,23.80
10-03-2023 05:21:20,,,0.00,,
10-03-2023 05:22:20,,,0.00,,
10-03-2023 05:25:20,0.03,0.00,,0.00,23.60
10-03-2023 05:30:20,,,,,23.50
10-03-2023 05:35:20,,,,,23.40
10-03-2023 05:40:20,,,,,23.40
10-03-2023 05:45:20,,,,,23.30
10-03-2023 05:50:20,,,,,23.40
10-03-2023 06:10:20,,,,,23.40
10-03-2023 06:15:20,,,,,23.30
10-03-2023 06:20:20,,,,,23.20
10-03-2023 06:25:20,,,,,23.20
10-03-2023 06:30:20,,,,,23.00
10-03-2023 06:35:20,,,,,22.90
10-03-2023 06:40:20,,,,,22.90
10-03-2023 06:45:20,,,,,22.80
10-03-2023 06:50:20,,,,,22.60
10-03-2023 06:55:20,,,,,22.60
10-03-2023 07:00:20,,,,,22.70
10-03-2023 07:05:20,,,,,22.70
10-03-2023 07:10:20,,,,,22.80
10-03-2023 07:15:20,,,,,22.90
10-03-2023 07:20:20,0.03,0.00,,0.00,22.90
10-03-2023 07:21:20,,,0.00,,
10-03-2023 07:22:20,,,0.00,,
10-03-2023 07:25:20,0.03,0.00,,0.00,23.10
10-03-2023 07:30:20,,,,,23.20
10-03-2023 07:35:20,,,,,23.40
10-03-2023 07:40:20,,,,,23.60
10-03-2023 07:45:20,,,,,23.80
10-03-2023 07:50:20,,,,,24.10
10-03-2023 07:55:20,,,,,24.40
10-03-2023 08:00:20,0.03,,,,24.60
10-03-2023 08:05:20,0.08,,,,24.80
10-03-2023 08:10:20,,,,,25.00
10-03-2023 08:15:20,,,,,25.20
10-03-2023 08:20:20,,,,,25.50
10-03-2023 08:25:20,,,,,25.80
10-03-2023 08:30:20,,,,,25.90
10-03-2023 08:35:20,,,,,26.20
10-03-2023 08:40:20,,,,0.00,26.40
10-03-2023 08:45:20,,,,1.00,26.60
10-03-2023 08:50:20,,,,1.00,26.80
10-03-2023 08:55:20,,,,0.00,27.00
10-03-2023 09:00:20,0.08,,,0.00,27.20
10-03-2023 09:05:20,0.20,,,1.00,27.40
10-03-2023 09:10:20,,,,1.00,27.70
10-03-2023 09:15:20,,,,0.00,27.90
10-03-2023 09:20:20,0.20,0.00,,3.00,28.20
10-03-2023 09:21:20,,,0.00,,
10-03-2023 09:22:20,,,0.00,,
10-03-2023 09:25:20,0.20,0.00,,1.00,28.50
10-03-2023 09:30:20,,,,3.00,28.70
10-03-2023 09:35:20,,,,4.00,28.90
10-03-2023 09:40:20,,,,1.00,29.10
10-03-2023 09:45:20,,,,0.00,29.20
10-03-2023 09:50:20,,,,1.00,29.30
10-03-2023 09:55:20,,,,1.00,29.40
10-03-2023 10:00:20,0.20,,,4.00,29.60
10-03-2023 10:05:20,0.51,,,1.00,29.80
10-03-2023 10:10:20,,,,1.00,30.00
10-03-2023 10:15:20,,,,3.00,30.10
10-03-2023 10:20:20,,,,,30.30
10-03-2023 10:25:20,,,,3.00,30.40
10-03-2023 10:30:20,,,,0.00,30.60
10-03-2023 10:35:20,,,,1.00,30.70
10-03-2023 10:40:20,,,,,30.80
10-03-2023 10:45:20,,,,,30.90
10-03-2023 10:50:20,,,,1.00,31.00
10-03-2023 10:55:20,,,,0.00,31.10
10-03-2023 11:00:20,0.51,,,0.00,31.30
10-03-2023 11:05:20,0.97,,,6.00,31.40
10-03-2023 11:10:20,,,,0.00,31.70
10-03-2023 11:15:20,,,,8.00,31.80
10-03-2023 11:20:20,0.97,0.00,,3.00,31.80
10-03-2023 11:21:20,,,0.00,,
10-03-2023 11:22:20,,,0.00,,
10-03-2023 11:25:20,0.97,0.00,,0.00,31.90
10-03-2023 11:30:20,,,,1.00,32.10
10-03-2023 11:35:20,,,,3.00,32.20
10-03-2023 11:40:20,,,,3.00,32.40
10-03-2023 11:45:20,,,,1.00,32.30
10-03-2023 11:50:20,,,,0.00,32.30
10-03-2023 11:55:20,,,,3.00,32.40
10-03-2023 12:00:20,0.97,,,3.00,
10-03-2023 12:05:20,1.52,,,1.00,32.40
10-03-2023 12:10:20,,,,3.00,32.60
10-03-2023 12:15:20,,,,6.00,
10-03-2023 12:20:20,,,,4.00,
10-03-2023 12:25:20,,,,4.00,
10-03-2023 12:30:20,,,,3.00,32.60
10-03-2023 12:35:20,,,,11.00,32.50
10-03-2023 12:40:20,,,,8.00,32.20
10-03-2023 12:45:20,,,,3.00,32.30
10-03-2023 12:50:20,,,,3.00,32.40
10-03-2023 12:55:20,,,,6.00,32.70
10-03-2023 13:00:20,1.52,,,1.00,32.80
10-03-2023 13:05:20,2.06,,,3.00,33.00
10-03-2023 13:10:20,,,,1.00,33.30
10-03-2023 13:15:20,,,,6.00,33.40
10-03-2023 13:20:20,2.06,0.00,0.00,3.00,33.60
10-03-2023 13:21:20,,,0.00,,
10-03-2023 13:25:20,2.06,0.00,,8.00,33.80
10-03-2023 13:30:20,,,,1.00,33.80
10-03-2023 13:35:20,,,,0.00,34.10
10-03-2023 13:40:20,,,,1.00,34.30
10-03-2023 13:45:20,,,,4.00,34.40
10-03-2023 13:50:20,,,,3.00,34.60
10-03-2023 13:55:20,,,,1.00,34.50
10-03-2023 14:00:20,2.06,,,3.00,34.40
10-03-2023 14:05:20,2.57,,,12.00,34.20
10-03-2023 14:10:20,,,,11.00,33.50
10-03-2023 14:15:20,,,,8.00,33.20
10-03-2023 14:20:20,,,,8.00,32.90
10-03-2023 14:25:20,,,,11.00,32.70
10-03-2023 14:30:20,,,,8.00,32.70
10-03-2023 14:35:20,,,,4.00,32.90
10-03-2023 14:40:20,,,,8.00,32.80
10-03-2023 14:45:20,,,,14.00,32.70
10-03-2023 14:50:20,,,,4.00,32.70
10-03-2023 14:55:20,,,,3.00,32.80
10-03-2023 15:00:20,2.57,,,4.00,
10-03-2023 15:05:20,3.07,,,6.00,32.80
10-03-2023 15:10:20,,,,9.00,32.90
10-03-2023 15:15:20,,,,8.00,32.90
10-03-2023 15:20:20,3.07,0.00,,3.00,33.00
10-03-2023 15:21:20,,,0.00,,
10-03-2023 15:22:20,,,0.00,,
10-03-2023 15:25:20,3.07,0.00,,6.00,33.10
10-03-2023 15:30:20,,,,9.00,33.10
10-03-2023 15:35:20,,,,8.00,33.20
10-03-2023 15:40:20,,,,6.00,
10-03-2023 15:45:20,,,,3.00,
10-03-2023 15:50:20,,,,8.00,33.20
10-03-2023 15:55:20,,,,6.00,33.10
10-03-2023 16:00:20,3.07,,,3.00,
10-03-2023 16:05:20,3.45,,,6.00,33.10
10-03-2023 16:10:20,,,,3.00,33.00
10-03-2023 16:15:20,,,,9.00,33.00
10-03-2023 16:20:20,,,,6.00,32.90
10-03-2023 16:25:20,,,,9.00,32.90
10-03-2023 16:30:20,,,,6.00,32.80
10-03-2023 16:35:20,,,,8.00,32.80
10-03-2023 16:40:20,,,,9.00,32.70
10-03-2023 16:45:20,,,,3.00,
10-03-2023 16:50:20,,,,3.00,32.70
10-03-2023 16:55:20,,,,1.00,32.80
10-03-2023 17:00:20,3.45,,,,32.80
10-03-2023 17:05:20,3.68,,,1.00,32.50
10-03-2023 17:10:20,,,,3.00,32.30
10-03-2023 17:15:20,,,,1.00,32.10
10-03-2023 17:20:20,3.68,0.00,,1.00,31.90
10-03-2023 17:21:20,,,0.00,,
10-03-2023 17:22:20,,,0.00,,
10-03-2023 17:25:20,3.68,0.00,,3.00,31.80
10-03-2023 17:30:20,,,,1.00,31.70
10-03-2023 17:35:20,,,,1.00,31.70
10-03-2023 17:40:20,,,,0.00,31.60
10-03-2023 17:45:20,,,,,31.40
10-03-2023 17:50:20,,,,0.00,31.30
10-03-2023 17:55:20,,,,1.00,31.10
10-03-2023 18:00:20,3.68,,,1.00,30.90
10-03-2023 18:05:20,3.76,,,0.00,30.80
10-03-2023 18:10:20,,,,,30.60
10-03-2023 18:15:20,,,,,30.50
10-03-2023 18:20:20,,,,,30.40
10-03-2023 18:25:20,,,,,30.30
10-03-2023 18:30:20,,,,,30.30
10-03-2023 18:35:20,,,,,30.20
10-03-2023 18:40:20,,,,,30.10
10-03-2023 18:45:20,,,,,29.90
10-03-2023 18:50:20,,,,,29.80
10-03-2023 18:55:20,,,,,29.70
10-03-2023 19:00:20,3.76,,,,29.70
10-03-2023 19:05:20,3.78,,,,29.60
10-03-2023 19:10:20,,,,,29.60
10-03-2023 19:15:20,,,,,29.40
10-03-2023 19:20:20,,,,,29.20
10-03-2023 19:25:20,,,,,29.10
10-03-2023 19:30:20,,,,,29.00
10-03-2023 19:35:20,,,,,28.90
10-03-2023 19:40:20,,,,,28.70
10-03-2023 19:45:20,,,,,28.50
10-03-2023 19:50:20,,,,,28.40
10-03-2023 19:55:20,,,,,28.30
10-03-2023 20:00:20,3.78,,,,28.30
10-03-2023 20:05:20,3.81,,,,28.10
10-03-2023 20:10:20,,,,,27.90
10-03-2023 20:15:20,,,,,27.90
10-03-2023 20:20:20,,,,,27.80
10-03-2023 20:25:20,,,,,27.60
10-03-2023 20:30:20,,,,,27.50
10-03-2023 20:35:20,,,,,27.40
10-03-2023 20:40:20,,,,,27.40
10-03-2023 20:45:20,,,,,27.30
10-03-2023 20:50:20,,,,,27.20
10-03-2023 20:55:20,,,,,27.10
10-03-2023 21:05:20,,,,,27.10
10-03-2023 21:10:20,,,,,26.90
10-03-2023 21:15:20,,,,,26.90
10-03-2023 21:20:20,3.81,0.00,,0.00,26.80
10-03-2023 21:21:20,,,0.00,,
10-03-2023 21:22:20,,,0.00,,
10-03-2023 21:25:20,3.81,0.00,,0.00,26.80
10-03-2023 21:30:20,,,,,26.80
10-03-2023 21:35:20,,,,,26.70
10-03-2023 21:40:20,,,,,26.80
10-03-2023 21:45:20,,,,,26.70
10-03-2023 21:50:20,,,,,26.60
10-03-2023 21:55:20,,,,,26.40
10-03-2023 22:00:20,,,,,26.30
10-03-2023 22:05:20,,,,,26.20
10-03-2023 22:10:20,,,,,26.10
10-03-2023 22:15:20,,,,,25.90
10-03-2023 22:25:20,,,,,25.90
10-03-2023 22:30:20,,,,,26.00
10-03-2023 22:35:20,,,,,25.90
10-03-2023 22:50:20,,,,,25.90
10-03-2023 22:55:20,,,,,25.80
10-03-2023 23:20:20,3.81,0.00,,0.00,25.80
10-03-2023 23:21:20,,,0.00,,
10-03-2023 23:22:20,,,0.00,,
10-03-2023 23:25:20,3.81,0.00,,0.00,25.80
10-03-2023 23:30:20,,,,,25.80
10-03-2023 23:35:20,,,,,25.70
10-03-2023 23:40:20,,,,,25.80
10-03-2023 23:45:20,,,,,25.70
11-03-2023 00:00:20,3.81,,,,25.70
11-03-2023 00:05:20,0.00,,,,25.60
11-03-2023 00:10:20,,,,,25.40
11-03-2023 00:15:20,,,,,25.30
11-03-2023 00:25:20,,,,,25.30
11-03-2023 00:30:20,,,,,25.20
11-03-2023 00:35:20,,,,,25.20
11-03-2023 00:40:20,,,,,25.10
11-03-2023 00:45:20,,,,,25.00
11-03-2023 00:50:20,,,,,24.90
11-03-2023 01:10:20,,,,,24.90
11-03-2023 01:15:20,,,,,25.00
11-03-2023 01:20:20,0.00,0.00,,0.00,24.90
11-03-2023 01:21:20,,,0.00,,
11-03-2023 01:22:20,,,0.00,,
11-03-2023 01:25:20,0.00,0.00,,0.00,24.80
11-03-2023 01:30:20,,,,,24.80
11-03-2023 01:35:20,,,,,24.70
11-03-2023 01:45:20,,,,,24.70
11-03-2023 01:50:20,,,,,24.60
11-03-2023 02:00:20,,,,0.00,
11-03-2023 02:05:20,,,,1.00,24.60
11-03-2023 02:10:20,,,,,24.30
11-03-2023 02:15:20,,,,1.00,24.20
11-03-2023 02:20:20,,,,0.00,24.10
11-03-2023 02:25:20,,,,,24.20
11-03-2023 02:35:20,,,,,24.20
11-03-2023 02:40:20,,,,,24.30
11-03-2023 02:55:20,,,,,24.30
11-03-2023 03:00:20,,,,,24.40
11-03-2023 03:05:20,,,,,24.40
11-03-2023 03:10:20,,,,,24.50
11-03-2023 03:15:20,,,,,24.40
11-03-2023 03:20:20,0.00,0.00,,0.00,24.40
11-03-2023 03:21:20,,,0.00,,
11-03-2023 03:22:20,,,0.00,,
11-03-2023 03:25:20,0.00,0.00,,0.00,24.30
11-03-2023 04:35:20,,,,,24.30
11-03-2023 04:40:20,,,,,24.20
11-03-2023 05:10:20,,,,,24.20
11-03-2023 05:15:20,,,,,24.30
11-03-2023 05:30:20,,,,,24.30
11-03-2023 05:35:20,,,,,24.40
11-03-2023 05:45:20,,,,0.00,
11-03-2023 05:50:20,,,,1.00,
11-03-2023 05:55:20,,,,0.00,
11-03-2023 06:15:20,,,,0.00,
11-03-2023 06:20:20,,,,1.00,
11-03-2023 06:25:20,,,,1.00,
11-03-2023 06:30:20,,,,0.00,
11-03-2023 06:40:20,,,,0.00,
11-03-2023 06:45:20,,,,1.00,
11-03-2023 06:50:20,,,,0.00,24.40
11-03-2023 06:55:20,,,,0.00,24.50
11-03-2023 07:00:20,,,,1.00,24.60
11-03-2023 07:05:20,,,,0.00,24.60
11-03-2023 07:10:20,,,,,24.70
11-03-2023 07:20:20,0.00,0.00,,0.00,24.70
11-03-2023 07:21:20,,,0.00,,
11-03-2023 07:22:20,,,0.00,,
11-03-2023 07:25:20,0.00,0.00,,1.00,24.80
11-03-2023 07:30:20,,,,0.00,24.80
11-03-2023 07:35:20,,,,0.00,24.90
11-03-2023 07:40:20,,,,1.00,24.90
11-03-2023 07:45:20,,,,0.00,25.10
11-03-2023 07:50:20,,,,,25.10
11-03-2023 07:55:20,,,,,25.30
11-03-2023 08:00:20,0.00,,,0.00,25.40
11-03-2023 08:05:20,0.05,,,1.00,25.50
11-03-2023 08:10:20,,,,0.00,25.70
11-03-2023 08:15:20,,,,1.00,25.80
11-03-2023 08:20:20,,,,1.00,25.90
11-03-2023 08:25:20,,,,0.00,26.10
11-03-2023 08:30:20,,,,,26.30
11-03-2023 08:35:20,,,,0.00,26.50
11-03-2023 08:40:20,,,,1.00,26.70
11-03-2023 08:45:20,,,,0.00,26.80
11-03-2023 08:50:20,,,,1.00,27.10
11-03-2023 08:55:20,,,,4.00,27.30
11-03-2023 09:00:20,0.05,,,1.00,27.40
11-03-2023 09:05:20,0.18,,,1.00,27.70
11-03-2023 09:10:20,,,,3.00,27.90
